Place,Month,Time,Humidity,Precipitation,Temperature
Nanded,,01 January 2020,72,8.9 ,24
Nanded,,02 January 2020,73,9.3 ,24
Nanded,,03 January 2020,59,1.6 ,25
Nanded,,04 January 2020,71,0.1 ,23
Nanded,,05 January 2020,60,0.0 ,22
Nanded,,06 January 2020,52,0.0 ,23
Nanded,,07 January 2020,57,0.0 ,26
Nanded,,08 January 2020,64,2.6 ,26
Nanded,,09 January 2020,50,0.0 ,25
Nanded,,10 January 2020,57,0.0 ,22
Nanded,,11 January 2020,43,0.0 ,22
Nanded,,12 January 2020,39,0.0 ,26
Nanded,,13 January 2020,29,0.0 ,27
Nanded,,14 January 2020,33,0.0 ,26
Nanded,,15 January 2020,49,0.0 ,26
Nanded,,16 January 2020,46,0.0 ,25
Nanded,,17 January 2020,46,0.0 ,25
Nanded,,18 January 2020,53,0.0 ,26
Nanded,,19 January 2020,53,0.0 ,26
Nanded,,20 January 2020,49,0.0 ,27
Nanded,,21 January 2020,50,0.0 ,27
Nanded,,22 January 2020,48,0.0 ,27
Nanded,,23 January 2020,43,0.0 ,28
Nanded,,24 January 2020,40,0.0 ,28
Nanded,,25 January 2020,36,0.0 ,29
Nanded,,26 January 2020,32,0.0 ,30
Nanded,,27 January 2020,37,0.0 ,29
Nanded,,28 January 2020,31,0.0 ,28
Nanded,,29 January 2020,44,0.0 ,25
Nanded,,30 January 2020,42,0.0 ,26
Nanded,,31 January 2020,40,0.0 ,26
Nanded,,01 February 2020,42,0.0 ,27
Nanded,,02 February 2020,46,0.0 ,26
Nanded,,03 February 2020,53,0.1 ,27
Nanded,,04 February 2020,43,0.0 ,28
Nanded,,05 February 2020,37,0.0 ,28
Nanded,,06 February 2020,36,0.0 ,29
Nanded,,07 February 2020,28,0.0 ,27
Nanded,,08 February 2020,55,0.0 ,25
Nanded,,09 February 2020,60,1.3 ,24
Nanded,,10 February 2020,58,0.0 ,25
Nanded,,11 February 2020,56,0.1 ,27
Nanded,,12 February 2020,49,0.0 ,28
Nanded,,13 February 2020,33,0.0 ,29
Nanded,,14 February 2020,27,0.0 ,31
Nanded,,15 February 2020,24,0.0 ,32
Nanded,,16 February 2020,23,0.0 ,32
Nanded,,17 February 2020,26,0.0 ,32
Nanded,,18 February 2020,18,0.0 ,30
Nanded,,19 February 2020,17,0.0 ,31
Nanded,,20 February 2020,33,0.0 ,30
Nanded,,21 February 2020,34,0.0 ,30
Nanded,,22 February 2020,29,0.0 ,31
Nanded,,23 February 2020,31,0.0 ,31
Nanded,,24 February 2020,27,0.0 ,31
Nanded,,25 February 2020,20,0.0 ,30
Nanded,,26 February 2020,19,0.0 ,30
Nanded,,27 February 2020,36,0.0 ,31
Nanded,,28 February 2020,33,0.0 ,32
Nanded,,29 February 2020,34,0.0 ,29
Nanded,,01 March 2020,36,0.1 ,29
Nanded,,02 March 2020,29,0.1 ,32
Nanded,,03 March 2020,23,0.0 ,31
Nanded,,04 March 2020,20,0.0 ,29
Nanded,,05 March 2020,22,0.0 ,29
Nanded,,06 March 2020,18,0.0 ,29
Nanded,,07 March 2020,28,0.0 ,28
Nanded,,08 March 2020,30,0.0 ,31
Nanded,,09 March 2020,37,0.0 ,33
Nanded,,10 March 2020,41,0.1 ,32
Nanded,,11 March 2020,40,0.0 ,29
Nanded,,12 March 2020,27,0.0 ,29
Nanded,,13 March 2020,28,0.0 ,32
Nanded,,14 March 2020,21,0.0 ,31
Nanded,,15 March 2020,23,0.0 ,34
Nanded,,16 March 2020,27,0.0 ,33
Nanded,,17 March 2020,29,0.0 ,33
Nanded,,18 March 2020,29,0.3 ,33
Nanded,,19 March 2020,29,1.6 ,34
Nanded,,20 March 2020,14,0.0 ,33
Nanded,,21 March 2020,15,0.0 ,33
Nanded,,22 March 2020,17,0.0 ,35
Nanded,,23 March 2020,22,0.0 ,35
Nanded,,24 March 2020,28,0.0 ,34
Nanded,,25 March 2020,27,0.0 ,33
Nanded,,26 March 2020,29,0.0 ,34
Nanded,,27 March 2020,28,0.0 ,35
Nanded,,28 March 2020,38,0.0 ,33
Nanded,,29 March 2020,28,1.3 ,36
Nanded,,30 March 2020,36,6.7 ,32
Nanded,,31 March 2020,33,3.2 ,34
Nanded,,01 April 2020,20,0.0 ,37
Nanded,,02 April 2020,17,0.0 ,38
Nanded,,03 April 2020,18,0.0 ,36
Nanded,,04 April 2020,21,0.0 ,36
Nanded,,05 April 2020,23,0.0 ,36
Nanded,,06 April 2020,22,0.0 ,37
Nanded,,07 April 2020,22,0.0 ,38
Nanded,,08 April 2020,19,0.0 ,36
Nanded,,09 April 2020,14,0.0 ,36
Nanded,,10 April 2020,26,0.0 ,36
Nanded,,11 April 2020,21,0.0 ,37
Nanded,,12 April 2020,17,0.0 ,39
Nanded,,13 April 2020,14,0.0 ,39
Nanded,,14 April 2020,15,0.0 ,38
Nanded,,15 April 2020,16,0.0 ,38
Nanded,,16 April 2020,17,0.0 ,39
Nanded,,17 April 2020,17,0.0 ,39
Nanded,,18 April 2020,19,0.0 ,39
Nanded,,19 April 2020,20,0.0 ,38
Nanded,,20 April 2020,23,0.1 ,38
Nanded,,21 April 2020,21,0.0 ,38
Nanded,,22 April 2020,16,0.0 ,37
Nanded,,23 April 2020,16,0.0 ,38
Nanded,,24 April 2020,20,0.0 ,37
Nanded,,25 April 2020,19,0.0 ,37
Nanded,,26 April 2020,18,0.0 ,36
Nanded,,27 April 2020,29,0.0 ,38
Nanded,,28 April 2020,43,0.2 ,34
Nanded,,29 April 2020,31,0.0 ,36
Nanded,,30 April 2020,21,0.0 ,38
Nanded,,01 May 2020,22,0.0 ,39
Nanded,,02 May 2020,16,0.0 ,40
Nanded,,03 May 2020,16,0.0 ,39
Nanded,,04 May 2020,15,0.0 ,39
Nanded,,05 May 2020,18,0.0 ,38
Nanded,,06 May 2020,17,0.0 ,40
Nanded,,07 May 2020,14,0.0 ,41
Nanded,,08 May 2020,19,0.0 ,40
Nanded,,09 May 2020,19,0.0 ,39
Nanded,,10 May 2020,20,1.5 ,39
Nanded,,11 May 2020,27,4.1 ,37
Nanded,,12 May 2020,20,0.1 ,38
Nanded,,13 May 2020,24,0.0 ,37
Nanded,,14 May 2020,22,0.0 ,38
Nanded,,15 May 2020,25,0.0 ,36
Nanded,,16 May 2020,20,0.0 ,38
Nanded,,17 May 2020,19,0.0 ,39
Nanded,,18 May 2020,18,0.0 ,38
Nanded,,19 May 2020,17,0.0 ,39
Nanded,,20 May 2020,18,0.0 ,39
Nanded,,21 May 2020,16,0.0 ,39
Nanded,,22 May 2020,16,0.0 ,39
Nanded,,23 May 2020,14,0.0 ,40
Nanded,,24 May 2020,12,0.0 ,41
Nanded,,25 May 2020,13,0.0 ,41
Nanded,,26 May 2020,15,0.0 ,41
Nanded,,27 May 2020,16,0.0 ,40
Nanded,,28 May 2020,20,0.0 ,39
Nanded,,29 May 2020,24,0.0 ,38
Nanded,,30 May 2020,25,0.0 ,38
Nanded,,31 May 2020,32,3.9 ,37
Nanded,,01 June 2020,45,2.9 ,33
Nanded,,02 June 2020,45,6.1 ,32
Nanded,,03 June 2020,62,11.7,29
Nanded,,04 June 2020,55,0.1 ,27
Nanded,,05 June 2020,44,0.0 ,32
Nanded,,06 June 2020,41,0.0 ,33
Nanded,,07 June 2020,44,0.0 ,33
Nanded,,08 June 2020,42,0.0 ,34
Nanded,,09 June 2020,39,0.0 ,35
Nanded,,10 June 2020,49,11.1,34
Nanded,,11 June 2020,60,10.9,32
Nanded,,12 June 2020,62,10.9,29
Nanded,,13 June 2020,62,8.5 ,30
Nanded,,14 June 2020,62,8.6 ,31
Nanded,,15 June 2020,70,19.3,29
Nanded,,16 June 2020,78,19.0,27
Nanded,,17 June 2020,78,9.3 ,27
Nanded,,18 June 2020,66,0.0 ,29
Nanded,,19 June 2020,64,1.5 ,30
Nanded,,20 June 2020,61,0.5 ,30
Nanded,,21 June 2020,69,0.8 ,28
Nanded,,22 June 2020,75,9.3 ,27
Nanded,,23 June 2020,69,9.9 ,27
Nanded,,24 June 2020,55,0.0 ,32
Nanded,,25 June 2020,56,0.7 ,33
Nanded,,26 June 2020,57,7.5 ,33
Nanded,,27 June 2020,61,13.7,32
Nanded,,28 June 2020,61,11.1,32
Nanded,,29 June 2020,66,16.9,31
Nanded,,30 June 2020,63,9.7 ,32
Nanded,,01 July 2020,65,0.0 ,31
Nanded,,02 July 2020,64,14.6,31
Nanded,,03 July 2020,74,67.5,29
Nanded,,04 July 2020,84,56.1,27
Nanded,,05 July 2020,75,10.9,27
Nanded,,06 July 2020,68,0.4 ,29
Nanded,,07 July 2020,67,4.0 ,29
Nanded,,08 July 2020,65,0.1 ,30
Nanded,,09 July 2020,63,0.8 ,31
Nanded,,10 July 2020,62,0.0 ,30
Nanded,,11 July 2020,74,10.0,28
Nanded,,12 July 2020,64,0.1 ,29
Nanded,,13 July 2020,65,14.9,30
Nanded,,14 July 2020,74,27.1,28
Nanded,,15 July 2020,85,21.8,26
Nanded,,16 July 2020,82,4.4 ,26
Nanded,,17 July 2020,76,10.7,28
Nanded,,18 July 2020,73,8.0 ,29
Nanded,,19 July 2020,75,5.7 ,29
Nanded,,20 July 2020,79,11.7,27
Nanded,,21 July 2020,79,26.6,28
Nanded,,22 July 2020,77,28.6,29
Nanded,,23 July 2020,90,29.2,24
Nanded,,24 July 2020,93,13.2,23
Nanded,,25 July 2020,77,6.4 ,28
Nanded,,26 July 2020,75,7.1 ,29
Nanded,,27 July 2020,73,10.5,30
Nanded,,28 July 2020,74,8.5 ,30
Nanded,,29 July 2020,82,31.6,27
Nanded,,30 July 2020,80,32.5,29
Nanded,,31 July 2020,73,19.2,30
Nanded,,01 August 2020,76,28.0,29
Nanded,,02 August 2020,85,24.6,26
Nanded,,03 August 2020,85,33.8,26
Nanded,,04 August 2020,86,21.4,26
Nanded,,05 August 2020,82,11.7,27
Nanded,,06 August 2020,88,95.3,24
Nanded,,07 August 2020,73,3.5 ,28
Nanded,,08 August 2020,73,3.1 ,29
Nanded,,09 August 2020,78,7.4 ,28
Nanded,,10 August 2020,80,3.9 ,27
Nanded,,11 August 2020,85,9.8 ,25
Nanded,,12 August 2020,84,5.6 ,25
Nanded,,13 August 2020,90,11.2,24
Nanded,,14 August 2020,94,73.6,22
Nanded,,15 August 2020,90,12.0,24
Nanded,,16 August 2020,93,93.2,23
Nanded,,17 August 2020,92,16.8,23
Nanded,,18 August 2020,81,1.7 ,27
Nanded,,19 August 2020,82,7.1 ,26
Nanded,,20 August 2020,92,23.3,24
Nanded,,21 August 2020,88,13.0,25
Nanded,,22 August 2020,82,1.4 ,27
Nanded,,23 August 2020,78,0.9 ,27
Nanded,,24 August 2020,77,2.6 ,28
Nanded,,25 August 2020,78,3.7 ,28
Nanded,,26 August 2020,81,3.9 ,27
Nanded,,27 August 2020,89,24.5,24
Nanded,,28 August 2020,87,6.5 ,25
Nanded,,29 August 2020,88,6.2 ,24
Nanded,,30 August 2020,82,0.4 ,27
Nanded,,31 August 2020,77,0.2 ,28
Nanded,,01 September 2020,75,0.1 ,28
Nanded,,02 September 2020,79,7.9 ,28
Nanded,,03 September 2020,74,3.9 ,30
Nanded,,04 September 2020,76,1.2 ,29
Nanded,,05 September 2020,74,4.2 ,30
Nanded,,06 September 2020,76,5.6 ,30
Nanded,,07 September 2020,78,14.5,29
Nanded,,08 September 2020,77,18.4,29
Nanded,,09 September 2020,78,18.8,30
Nanded,,10 September 2020,78,19.9,29
Nanded,,11 September 2020,78,16.3,29
Nanded,,12 September 2020,81,14.3,29
Nanded,,13 September 2020,82,12.4,28
Nanded,,14 September 2020,87,32.9,27
Nanded,,15 September 2020,88,36.9,28
Nanded,,16 September 2020,83,29.9,29
Nanded,,17 September 2020,85,46.6,28
Nanded,,18 September 2020,87,34.7,27
Nanded,,19 September 2020,89,47.7,26
Nanded,,20 September 2020,82,35.1,28
Nanded,,21 September 2020,84,28.2,28
Nanded,,22 September 2020,88,22.9,26
Nanded,,23 September 2020,88,16.2,26
Nanded,,24 September 2020,84,13.8,28
Nanded,,25 September 2020,86,34.9,27
Nanded,,26 September 2020,86,49.2,26
Nanded,,27 September 2020,91,99.7,24
Nanded,,28 September 2020,83,23.0,26
Nanded,,29 September 2020,77,0.2 ,27
Nanded,,30 September 2020,81,23.3,26
Nanded,,01 October 2020,76,0.9 ,28
Nanded,,02 October 2020,76,0.0 ,28
Nanded,,03 October 2020,73,0.0 ,28
Nanded,,04 October 2020,66,0.0 ,27
Nanded,,05 October 2020,66,0.0 ,27
Nanded,,06 October 2020,64,0.0 ,27
Nanded,,07 October 2020,59,0.0 ,26
Nanded,,08 October 2020,66,0.1 ,27
Nanded,,09 October 2020,77,0.4 ,28
Nanded,,10 October 2020,82,13.8,28
Nanded,,11 October 2020,86,50.1,26
Nanded,,12 October 2020,88,13.9,27
Nanded,,13 October 2020,88,36.7,26
Nanded,,14 October 2020,89,19.4,25
Nanded,,15 October 2020,88,4.4 ,26
Nanded,,16 October 2020,86,2.5 ,27
Nanded,,17 October 2020,80,0.2 ,28
Nanded,,18 October 2020,80,24.4,28
Nanded,,19 October 2020,82,13.7,28
Nanded,,20 October 2020,81,5.0 ,27
Nanded,,21 October 2020,77,0.0 ,27
Nanded,,22 October 2020,69,0.0 ,27
Nanded,,23 October 2020,60,0.0 ,27
Nanded,,24 October 2020,61,0.0 ,28
Nanded,,25 October 2020,66,0.0 ,27
Nanded,,26 October 2020,69,0.3 ,26
Nanded,,27 October 2020,67,0.1 ,27
Nanded,,28 October 2020,65,0.0 ,26
Nanded,,29 October 2020,62,0.0 ,26
Nanded,,30 October 2020,62,0.0 ,25
Nanded,,31 October 2020,62,0.0 ,26
Nanded,,01 November 2020,55,0.0 ,26
Nanded,,02 November 2020,55,0.0 ,25
Nanded,,03 November 2020,54,0.0 ,25
Nanded,,04 November 2020,50,0.0 ,26
Nanded,,05 November 2020,42,0.0 ,26
Nanded,,06 November 2020,54,0.0 ,25
Nanded,,07 November 2020,56,0.0 ,25
Nanded,,08 November 2020,49,0.0 ,25
Nanded,,09 November 2020,49,0.0 ,25
Nanded,,10 November 2020,48,0.0 ,24
Nanded,,11 November 2020,49,0.0 ,23
Nanded,,12 November 2020,57,0.0 ,25
Nanded,,13 November 2020,74,0.1 ,26
Nanded,,14 November 2020,62,0.0 ,27
Nanded,,15 November 2020,59,0.0 ,27
Nanded,,16 November 2020,62,0.0 ,27
Nanded,,17 November 2020,61,0.0 ,27
Nanded,,18 November 2020,57,0.0 ,27
Nanded,,19 November 2020,60,0.0 ,27
Nanded,,20 November 2020,57,0.0 ,28
Nanded,,21 November 2020,57,0.5 ,28
Nanded,,22 November 2020,57,0.0 ,25
Nanded,,23 November 2020,51,0.0 ,25
Nanded,,24 November 2020,45,0.0 ,24
Nanded,,25 November 2020,48,0.0 ,23
Nanded,,26 November 2020,58,0.6 ,23
Nanded,,27 November 2020,67,0.1 ,23
Nanded,,28 November 2020,63,0.1 ,22
Nanded,,29 November 2020,56,0.0 ,26
Nanded,,30 November 2020,56,0.0 ,26
Nanded,,01 December 2020,55,0.0 ,26
Nanded,,02 December 2020,48,0.0 ,26
Nanded,,03 December 2020,44,0.0 ,25
Nanded,,04 December 2020,43,0.0 ,26
Nanded,,05 December 2020,42,0.0 ,26
Nanded,,06 December 2020,40,0.0 ,25
Nanded,,07 December 2020,40,0.0 ,26
Nanded,,08 December 2020,39,0.0 ,26
Nanded,,09 December 2020,44,0.0 ,26
Nanded,,10 December 2020,43,0.0 ,25
Nanded,,11 December 2020,47,0.0 ,25
Nanded,,12 December 2020,51,0.0 ,25
Nanded,,13 December 2020,55,0.0 ,23
Nanded,,14 December 2020,55,0.0 ,23
Nanded,,15 December 2020,51,0.0 ,26
Nanded,,16 December 2020,56,0.0 ,26
Nanded,,17 December 2020,51,0.0 ,26
Nanded,,18 December 2020,47,0.0 ,25
Nanded,,19 December 2020,45,0.0 ,25
Nanded,,20 December 2020,34,0.0 ,23
Nanded,,21 December 2020,29,0.0 ,24
Nanded,,22 December 2020,33,0.0 ,24
Nanded,,23 December 2020,36,0.0 ,24
Nanded,,24 December 2020,42,0.0 ,24
Nanded,,25 December 2020,37,0.0 ,24
Nanded,,26 December 2020,34,0.0 ,25
Nanded,,27 December 2020,35,0.0 ,26
Nanded,,28 December 2020,36,0.0 ,26
Nanded,,29 December 2020,44,0.0 ,25
Nanded,,30 December 2020,46,0.0 ,25
Nanded,,31 December 2020,47,0.0 ,25
Nandurbar,,01 January 2020,48,0.0 ,24
Nandurbar,,02 January 2020,45,0.0 ,24
Nandurbar,,03 January 2020,43,0.0 ,24
Nandurbar,,04 January 2020,42,0.0 ,22
Nandurbar,,05 January 2020,39,0.0 ,23
Nandurbar,,06 January 2020,40,0.0 ,25
Nandurbar,,07 January 2020,42,0.0 ,26
Nandurbar,,08 January 2020,54,0.0 ,25
Nandurbar,,09 January 2020,37,0.0 ,22
Nandurbar,,10 January 2020,36,0.0 ,21
Nandurbar,,11 January 2020,34,0.0 ,23
Nandurbar,,12 January 2020,40,0.0 ,25
Nandurbar,,13 January 2020,61,0.2 ,24
Nandurbar,,14 January 2020,64,0.0 ,23
Nandurbar,,15 January 2020,44,0.0 ,25
Nandurbar,,16 January 2020,50,0.0 ,20
Nandurbar,,17 January 2020,42,0.0 ,22
Nandurbar,,18 January 2020,36,0.0 ,23
Nandurbar,,19 January 2020,36,0.0 ,25
Nandurbar,,20 January 2020,41,0.0 ,25
Nandurbar,,21 January 2020,41,0.0 ,27
Nandurbar,,22 January 2020,33,0.0 ,28
Nandurbar,,23 January 2020,40,0.0 ,26
Nandurbar,,24 January 2020,37,0.0 ,26
Nandurbar,,25 January 2020,28,0.0 ,28
Nandurbar,,26 January 2020,25,0.0 ,29
Nandurbar,,27 January 2020,26,0.0 ,28
Nandurbar,,28 January 2020,60,0.0 ,22
Nandurbar,,29 January 2020,53,0.0 ,22
Nandurbar,,30 January 2020,34,0.0 ,24
Nandurbar,,31 January 2020,30,0.0 ,24
Nandurbar,,01 February 2020,30,0.0 ,25
Nandurbar,,02 February 2020,35,0.0 ,25
Nandurbar,,03 February 2020,34,0.0 ,26
Nandurbar,,04 February 2020,37,0.0 ,25
Nandurbar,,05 February 2020,20,0.0 ,26
Nandurbar,,06 February 2020,23,0.0 ,25
Nandurbar,,07 February 2020,27,0.0 ,26
Nandurbar,,08 February 2020,32,0.0 ,24
Nandurbar,,09 February 2020,28,0.0 ,24
Nandurbar,,10 February 2020,28,0.0 ,26
Nandurbar,,11 February 2020,36,0.0 ,28
Nandurbar,,12 February 2020,35,0.0 ,29
Nandurbar,,13 February 2020,30,0.0 ,30
Nandurbar,,14 February 2020,27,0.0 ,30
Nandurbar,,15 February 2020,22,0.0 ,29
Nandurbar,,16 February 2020,23,0.0 ,30
Nandurbar,,17 February 2020,23,0.0 ,31
Nandurbar,,18 February 2020,20,0.0 ,31
Nandurbar,,19 February 2020,19,0.0 ,32
Nandurbar,,20 February 2020,29,0.0 ,30
Nandurbar,,21 February 2020,31,0.0 ,29
Nandurbar,,22 February 2020,21,0.0 ,31
Nandurbar,,23 February 2020,17,0.0 ,31
Nandurbar,,24 February 2020,23,0.0 ,29
Nandurbar,,25 February 2020,21,0.0 ,28
Nandurbar,,26 February 2020,19,0.0 ,30
Nandurbar,,27 February 2020,17,0.0 ,31
Nandurbar,,28 February 2020,17,0.0 ,34
Nandurbar,,29 February 2020,20,0.0 ,31
Nandurbar,,01 March 2020,25,0.0 ,29
Nandurbar,,02 March 2020,28,0.0 ,30
Nandurbar,,03 March 2020,34,0.0 ,29
Nandurbar,,04 March 2020,43,0.0 ,27
Nandurbar,,05 March 2020,43,0.0 ,26
Nandurbar,,06 March 2020,56,0.4 ,25
Nandurbar,,07 March 2020,37,0.0 ,25
Nandurbar,,08 March 2020,30,0.0 ,28
Nandurbar,,09 March 2020,42,0.0 ,27
Nandurbar,,10 March 2020,53,0.0 ,26
Nandurbar,,11 March 2020,56,0.0 ,25
Nandurbar,,12 March 2020,46,0.0 ,24
Nandurbar,,13 March 2020,30,0.0 ,25
Nandurbar,,14 March 2020,17,0.0 ,28
Nandurbar,,15 March 2020,13,0.0 ,29
Nandurbar,,16 March 2020,14,0.0 ,32
Nandurbar,,17 March 2020,19,0.0 ,33
Nandurbar,,18 March 2020,21,0.0 ,34
Nandurbar,,19 March 2020,23,0.0 ,31
Nandurbar,,20 March 2020,30,0.0 ,30
Nandurbar,,21 March 2020,43,0.0 ,30
Nandurbar,,22 March 2020,39,0.0 ,31
Nandurbar,,23 March 2020,30,0.0 ,33
Nandurbar,,24 March 2020,25,0.4 ,34
Nandurbar,,25 March 2020,27,0.2 ,33
Nandurbar,,26 March 2020,32,0.2 ,32
Nandurbar,,27 March 2020,50,0.6 ,27
Nandurbar,,28 March 2020,29,0.0 ,33
Nandurbar,,29 March 2020,19,0.0 ,34
Nandurbar,,30 March 2020,19,0.0 ,35
Nandurbar,,31 March 2020,23,0.0 ,33
Nandurbar,,01 April 2020,23,0.0 ,33
Nandurbar,,02 April 2020,21,0.0 ,35
Nandurbar,,03 April 2020,18,0.0 ,36
Nandurbar,,04 April 2020,21,0.0 ,36
Nandurbar,,05 April 2020,29,0.0 ,35
Nandurbar,,06 April 2020,25,0.0 ,35
Nandurbar,,07 April 2020,37,0.0 ,33
Nandurbar,,08 April 2020,34,0.0 ,32
Nandurbar,,09 April 2020,36,0.0 ,33
Nandurbar,,10 April 2020,21,0.0 ,36
Nandurbar,,11 April 2020,15,0.0 ,37
Nandurbar,,12 April 2020,13,0.0 ,38
Nandurbar,,13 April 2020,13,0.0 ,38
Nandurbar,,14 April 2020,14,0.0 ,38
Nandurbar,,15 April 2020,17,0.0 ,37
Nandurbar,,16 April 2020,18,0.0 ,37
Nandurbar,,17 April 2020,25,0.0 ,36
Nandurbar,,18 April 2020,24,0.0 ,36
Nandurbar,,19 April 2020,20,0.0 ,36
Nandurbar,,20 April 2020,20,0.0 ,36
Nandurbar,,21 April 2020,24,0.0 ,36
Nandurbar,,22 April 2020,32,0.0 ,35
Nandurbar,,23 April 2020,33,0.0 ,36
Nandurbar,,24 April 2020,37,0.0 ,36
Nandurbar,,25 April 2020,36,0.0 ,34
Nandurbar,,26 April 2020,43,0.0 ,34
Nandurbar,,27 April 2020,47,0.7 ,34
Nandurbar,,28 April 2020,41,0.0 ,35
Nandurbar,,29 April 2020,31,0.0 ,37
Nandurbar,,30 April 2020,37,0.0 ,37
Nandurbar,,01 May 2020,40,0.0 ,36
Nandurbar,,02 May 2020,36,0.0 ,37
Nandurbar,,03 May 2020,34,0.0 ,37
Nandurbar,,04 May 2020,34,0.0 ,37
Nandurbar,,05 May 2020,35,0.0 ,38
Nandurbar,,06 May 2020,35,0.0 ,38
Nandurbar,,07 May 2020,30,0.0 ,38
Nandurbar,,08 May 2020,40,0.0 ,37
Nandurbar,,09 May 2020,41,0.0 ,37
Nandurbar,,10 May 2020,40,0.7 ,37
Nandurbar,,11 May 2020,36,0.0 ,35
Nandurbar,,12 May 2020,36,0.0 ,36
Nandurbar,,13 May 2020,35,0.0 ,36
Nandurbar,,14 May 2020,40,0.0 ,36
Nandurbar,,15 May 2020,32,0.0 ,36
Nandurbar,,16 May 2020,38,0.0 ,35
Nandurbar,,17 May 2020,37,0.0 ,35
Nandurbar,,18 May 2020,42,0.0 ,36
Nandurbar,,19 May 2020,42,0.0 ,36
Nandurbar,,20 May 2020,46,0.0 ,36
Nandurbar,,21 May 2020,45,0.0 ,37
Nandurbar,,22 May 2020,45,0.0 ,37
Nandurbar,,23 May 2020,34,0.0 ,38
Nandurbar,,24 May 2020,34,0.0 ,38
Nandurbar,,25 May 2020,40,0.0 ,38
Nandurbar,,26 May 2020,43,0.0 ,37
Nandurbar,,27 May 2020,46,0.0 ,36
Nandurbar,,28 May 2020,51,0.0 ,35
Nandurbar,,29 May 2020,53,0.0 ,35
Nandurbar,,30 May 2020,53,0.0 ,35
Nandurbar,,31 May 2020,52,0.0 ,35
Nandurbar,,01 June 2020,57,9.5 ,31
Nandurbar,,02 June 2020,72,16.5,25
Nandurbar,,03 June 2020,84,44.4,23
Nandurbar,,04 June 2020,65,48.9,28
Nandurbar,,05 June 2020,68,20.8,29
Nandurbar,,06 June 2020,63,8.5 ,31
Nandurbar,,07 June 2020,65,16.4,30
Nandurbar,,08 June 2020,63,3.3 ,31
Nandurbar,,09 June 2020,61,0.1 ,31
Nandurbar,,10 June 2020,62,0.0 ,31
Nandurbar,,11 June 2020,60,0.2 ,32
Nandurbar,,12 June 2020,62,5.0 ,31
Nandurbar,,13 June 2020,67,14.5,31
Nandurbar,,14 June 2020,77,6.5 ,29
Nandurbar,,15 June 2020,69,2.6 ,31
Nandurbar,,16 June 2020,67,1.1 ,31
Nandurbar,,17 June 2020,66,2.9 ,31
Nandurbar,,18 June 2020,65,0.0 ,30
Nandurbar,,19 June 2020,66,0.0 ,30
Nandurbar,,20 June 2020,63,0.0 ,31
Nandurbar,,21 June 2020,61,0.0 ,31
Nandurbar,,22 June 2020,61,0.0 ,31
Nandurbar,,23 June 2020,61,0.4 ,31
Nandurbar,,24 June 2020,61,0.9 ,31
Nandurbar,,25 June 2020,63,1.7 ,32
Nandurbar,,26 June 2020,63,1.0 ,32
Nandurbar,,27 June 2020,67,0.4 ,31
Nandurbar,,28 June 2020,66,7.6 ,31
Nandurbar,,29 June 2020,71,7.7 ,30
Nandurbar,,30 June 2020,66,5.9 ,31
Nandurbar,,01 July 2020,69,4.1 ,31
Nandurbar,,02 July 2020,69,0.0 ,30
Nandurbar,,03 July 2020,66,0.0 ,31
Nandurbar,,04 July 2020,72,29.1,30
Nandurbar,,05 July 2020,78,16.4,28
Nandurbar,,06 July 2020,78,5.6 ,28
Nandurbar,,07 July 2020,76,9.5 ,28
Nandurbar,,08 July 2020,71,0.9 ,30
Nandurbar,,09 July 2020,72,0.4 ,30
Nandurbar,,10 July 2020,72,1.7 ,30
Nandurbar,,11 July 2020,74,0.7 ,28
Nandurbar,,12 July 2020,70,3.0 ,29
Nandurbar,,13 July 2020,70,1.4 ,30
Nandurbar,,14 July 2020,67,0.0 ,30
Nandurbar,,15 July 2020,81,21.1,27
Nandurbar,,16 July 2020,81,12.1,27
Nandurbar,,17 July 2020,74,15.6,29
Nandurbar,,18 July 2020,76,9.4 ,29
Nandurbar,,19 July 2020,78,4.1 ,28
Nandurbar,,20 July 2020,76,5.5 ,28
Nandurbar,,21 July 2020,72,5.0 ,30
Nandurbar,,22 July 2020,71,2.9 ,29
Nandurbar,,23 July 2020,75,17.5,28
Nandurbar,,24 July 2020,79,12.6,27
Nandurbar,,25 July 2020,79,13.6,27
Nandurbar,,26 July 2020,77,23.1,29
Nandurbar,,27 July 2020,73,1.8 ,29
Nandurbar,,28 July 2020,73,0.2 ,29
Nandurbar,,29 July 2020,82,22.3,27
Nandurbar,,30 July 2020,78,14.3,28
Nandurbar,,31 July 2020,75,4.2 ,29
Nandurbar,,01 August 2020,74,0.9 ,29
Nandurbar,,02 August 2020,76,4.5 ,29
Nandurbar,,03 August 2020,76,5.9 ,29
Nandurbar,,04 August 2020,80,6.3 ,28
Nandurbar,,05 August 2020,80,18.7,29
Nandurbar,,06 August 2020,91,48.4,25
Nandurbar,,07 August 2020,75,3.4 ,29
Nandurbar,,08 August 2020,77,3.8 ,28
Nandurbar,,09 August 2020,79,1.1 ,28
Nandurbar,,10 August 2020,80,4.0 ,28
Nandurbar,,11 August 2020,81,7.4 ,27
Nandurbar,,12 August 2020,84,6.8 ,26
Nandurbar,,13 August 2020,90,16.6,25
Nandurbar,,14 August 2020,85,5.2 ,26
Nandurbar,,15 August 2020,87,7.7 ,26
Nandurbar,,16 August 2020,87,10.2,26
